0,7
0,37
0,60
0,63
0,81
0,84
0,91
0,94
0,95
0,120
0,122
0,128
0,146
0,149
0,159
0,163
0,165
0,172
0,181
0,183
0,187
0,188
0,189
0,193
0,194
0,206
0,207
0,210
0,211
0,220
0,247
0,269
0,271
0,277
0,302
0,319
0,321
0,322
0,329
0,344
0,347
0,355
0,373
0,375
0,378
0,385
0,390
0,406
0,448
0,457
0,464
0,471
0,477
0,481
0,534
0,543
0,547
0,550
0,565
0,594
0,597
0,606
0,629
0,654
0,659
0,674
0,685
0,689
0,702
0,738
0,740
0,744
0,750
0,782
0,797
0,827
0,839
0,842
0,851
0,860
0,868
0,882
0,886
0,914
0,918
0,934
0,936
0,938
0,941
0,942
0,947
0,951
0,953
0,962
0,963
0,978
0,982
0,996
1,326
1,579
1,718
2,7
2,17
2,37
2,60
2,62
2,63
2,81
2,84
2,91
2,94
2,107
2,120
2,122
2,146
2,159
2,165
2,172
2,181
2,187
2,188
2,194
2,198
2,206
2,210
2,220
2,223
2,240
2,253
2,269
2,271
2,277
2,302
2,307
2,319
2,322
2,329
2,344
2,347
2,373
2,375
2,378
2,390
2,435
2,446
2,457
2,477
2,537
2,543
2,563
2,565
2,606
2,608
2,629
2,654
2,660
2,685
2,689
2,702
2,711
2,740
2,761
2,772
2,773
2,797
2,842
2,898
2,901
2,918
2,941
2,942
2,953
2,968
2,982
2,996
4,298
5,15
5,175
5,283
5,532
5,801
5,851
5,900
5,909
6,16
6,48
6,86
6,132
6,150
6,178
6,219
6,241
6,244
6,267
6,275
6,306
6,346
6,357
6,462
6,592
6,615
6,638
6,671
6,682
6,684
6,700
6,782
6,815
6,902
6,936
7,11
7,13
7,18
7,20
7,28
7,32
7,34
7,37
7,38
7,43
7,45
7,59
7,61
7,63
7,65
7,71
7,77
7,81
7,88
7,90
7,91
7,94
7,95
7,96
7,101
7,108
7,113
7,119
7,120
7,122
7,128
7,131
7,146
7,149
7,157
7,159
7,163
7,165
7,171
7,172
7,182
7,187
7,188
7,192
7,194
7,195
7,201
7,206
7,210
7,214
7,217
7,218
7,220
7,232
7,233
7,237
7,239
7,247
7,254
7,256
7,258
7,259
7,269
7,271
7,277
7,279
7,280
7,284
7,286
7,300
7,302
7,304
7,315
7,319
7,321
7,322
7,327
7,341
7,344
7,349
7,353
7,355
7,357
7,366
7,367
7,369
7,375
7,377
7,378
7,381
7,383
7,385
7,389
7,395
7,410
7,426
7,431
7,437
7,451
7,456
7,457
7,460
7,465
7,469
7,471
7,474
7,475
7,481
7,486
7,493
7,510
7,519
7,528
7,534
7,538
7,542
7,547
7,555
7,557
7,560
7,562
7,565
7,574
7,589
7,594
7,598
7,601
7,605
7,609
7,616
7,619
7,621
7,629
7,632
7,635
7,639
7,644
7,645
7,646
7,648
7,654
7,659
7,662
7,670
7,683
7,686
7,687
7,689
7,699
7,718
7,720
7,723
7,725
7,738
7,740
7,744
7,751
7,769
7,770
7,799
7,802
7,808
7,809
7,811
7,812
7,814
7,817
7,822
7,824
7,827
7,829
7,839
7,842
7,846
7,857
7,858
7,861
7,863
7,864
7,865
7,867
7,868
7,877
7,882
7,891
7,892
7,893
7,894
7,903
7,907
7,917
7,918
7,921
7,922
7,929
7,934
7,939
7,940
7,951
7,953
7,961
7,963
7,982
7,986
7,995
7,998
9,141
9,671
11,37
11,63
11,94
11,109
11,122
11,149
11,159
11,163
11,165
11,187
11,188
11,194
11,206
11,211
11,220
11,247
11,269
11,271
11,277
11,289
11,321
11,322
11,344
11,347
11,378
11,404
11,406
11,457
11,471
11,477
11,534
11,547
11,565
11,594
11,602
11,606
11,629
11,659
11,674
11,683
11,685
11,689
11,738
11,744
11,750
11,780
11,827
11,842
11,851
11,882
11,906
11,914
11,934
11,936
